Rank	Score	Type	ID	Name	Description
6750	-21.16	cp	BRD-A25569250	KI-16425	Lysophosphatidic acid receptor antagonist
6751	-21.2	cp	BRD-A41301928	bongkrek-acid	Mitochondrial ADP, ATP translocase inhibitor
6752	-21.21	cp	BRD-A42571354	cetirizine	Histamine receptor antagonist
6753	-21.25	cp	BRD-K20197062	SA-94315	Caspase inhibitor
6756	-21.29	cp	BRD-K06159959	CCMQ	Inhibitor of the binding of homoquinolinic acid to non-NMDA sensitive sites
6761	-21.4	cp	BRD-K41707108	ceramide	Phosphoenolpyruvate carboxylase activator
6763	-21.43	cp	BRD-A42831637	tetrahydrocannabinol-7-oic-acid	Anti-inflammatory
6764	-21.45	cp	BRD-K29178788	dictamnine	Furoquinoline alkaloid
6773	-21.63	cp	BRD-K30867024	SB-216641	Serotonin receptor antagonist
6774	-21.64	cp	BRD-K52080565	rilmenidine	Imidazoline receptor agonist
6776	-21.67	cp	BRD-K96809896	SKF-86002	p38 MAPK inhibitor
6779	-21.74	cp	BRD-K94176593	TWS-119	Glycogen synthase kinase inhibitor
6781	-21.76	cp	BRD-A96456596	FPL-55712	Leukotriene receptor antagonist
6783	-21.78	cp	BRD-K32292990	CGP-53353	EGFR inhibitor
6784	-21.78	cp	BRD-K70301876	escitalopram	Selective serotonin reuptake inhibitor (SSRI)
6788	-21.84	cp	BRD-A90131694	alclometasone	Glucocorticoid receptor agonist
6791	-21.92	cp	BRD-A74904029	EI-231	Casein kinase inhibitor
6792	-21.99	cp	BRD-K30020243	aliskiren	Antihypertensive
6795	-22.03	cp	BRD-A71459254	cymarin	ATPase inhibitor
6799	-22.06	cp	BRD-A64125466	dehydrocholic-acid	choleretic agent
6802	-22.18	cp	BRD-K48115423	2-(4-methoxybenzylthio)-6-methylpyrimidin-4-ol	Matrix metalloprotease inhibitor
6803	-22.2	cp	BRD-K00486786	RO-08-2750	NGF binding inhibitor
6805	-22.23	cp	BRD-K34441861	moexipril	ACE inhibitor
6806	-22.27	cp	BRD-K66782112	BRD-K66782112	Histamine receptor antagonist
6808	-22.39	cp	BRD-K44094599	tacrolimus	Calcineurin inhibitor
6809	-22.45	cp	BRD-K41567364	SB-334867	Orexin receptor antagonist
6817	-22.56	cp	BRD-A16934955	nalbuphine	Opioid receptor agonist
6824	-22.72	cp	BRD-K64994968	progesterone	Progesterone receptor agonist
6825	-22.72	cp	BRD-K51677086	erythromycin	NFkB pathway inhibitor
6829	-22.75	cp	BRD-K42098891	protriptyline	Tricyclic antidepressant
6830	-22.78	cp	BRD-K67277431	picotamide	Thromboxane receptor antagonist
6833	-22.82	cp	BRD-K80672993	M2-PK-activator	-666
6834	-22.89	cp	BRD-K08206212	entecavir	Reverse transcriptase inhibitor
6838	-22.96	cp	BRD-K42500029	CGP-57380	MAP kinase inhibitor
6839	-22.97	cp	BRD-K50384076	7,4'-dihydroxyflavone	Opioid receptor antagonist
6845	-23.04	cp	BRD-A77050075	heraclenol	Vitamin K antagonist
6848	-23.08	cp	BRD-K13261168	LY-16350	Dopamine receptor agonist
6849	-23.1	cp	BRD-K89055274	alverine	Muscle relaxant
6851	-23.19	cp	BRD-K24656285	farnesol	FXR agonist
6852	-23.21	cp	BRD-A39415247	norethisterone	Progesterone receptor agonist
6854	-23.26	cp	BRD-K81225797	SCH-58261	Adenosine receptor antagonist
6856	-23.3	cp	BRD-K26134695	calpeptin	Calpain inhibitor
6861	-23.43	cp	BRD-A87479750	tenidap	Cyclooxygenase inhibitor
6868	-23.52	cp	BRD-A67438293	treprostinil	Prostacyclin analog
6870	-23.56	cp	BRD-A75455249	kavain	Calcium channel modulator
6873	-23.6	cp	BRD-A55756846	H-7	PKA inhibitor
6877	-23.7	cp	BRD-A36074203	remacemide	Glutamate receptor antagonist
6879	-23.73	cp	BRD-K83023055	GR-135531	Melatonin receptor agonist
6889	-23.83	cp	BRD-K88560311	rucaparib	PARP inhibitor
6892	-23.87	cp	BRD-A13650332	flucloxacillin	Bacterial cell wall synthesis inhibitor
6893	-23.88	cp	BRD-K21283037	riluzole	Glutamate inhibitor
6898	-24.02	cp	BRD-K43468059	byssochlamic-acid	Mycotoxin
6900	-24.05	cp	BRD-K71860425	CDK2-5-inhibitor	CDK inhibitor
6903	-24.09	cp	BRD-A84389633	tropanyl-3,5-dimethylbenzoate	Serotonin receptor antagonist
6904	-24.12	cp	BRD-A64933752	CV-1808	Adenosine receptor agonist
6916	-24.35	cp	BRD-A01826957	xanthinol	Vasodilator
6917	-24.36	cp	BRD-K52911425	GDC-0941	PI3K inhibitor
6927	-24.61	cp	BRD-A24543851	nornicotine	Acetylcholine receptor agonist
6929	-24.62	cp	BRD-K09537769	NU-7026	DNA dependent protein kinase inhibitor
6931	-24.65	cp	BRD-K33106058	cytarabine	Ribonucleotide reductase inhibitor
6932	-24.69	cp	BRD-K04010869	prostaglandin-a1	HSP inducer
6933	-24.72	cp	BRD-K28183345	proguanil	Dihydrofolate reductase inhibitor
6934	-24.73	cp	BRD-K43236057	piceid	ICAM1 inhibitor
6935	-24.73	cp	BRD-K06335600	tizanidine	Adrenergic receptor agonist
6936	-24.75	cp	BRD-A49358627	ciprofibrate	PPAR receptor agonist
6937	-24.76	cp	BRD-K67831364	ZM-323881	VEGFR inhibitor
6945	-25	cp	BRD-A90515964	guaifenesin	Expectorant
6948	-25.07	cp	BRD-A02759312	betaxolol	Adrenergic receptor antagonist
6951	-25.12	cp	BRD-A65597028	RX-821002	Adrenergic receptor antagonist
6952	-25.19	cp	BRD-K09397065	SR-57227A	Serotonin receptor agonist
6955	-25.31	cp	BRD-A97730597	hexylcaine	Sodium channel blocker
6956	-25.31	cp	BRD-A55393291	testosterone	Androgen receptor agonist
6967	-25.55	cp	BRD-K36009368	NNC-63-0532	Opioid receptor agonist
6969	-25.62	cp	BRD-K82216340	medroxyprogesterone	progesterone receptor agonist
6976	-25.85	cp	BRD-A20589515	dihydroxyphenylglycine	Glutamate receptor agonist
6981	-25.95	cp	BRD-K05181084	NGB-2904	Dopamine receptor antagonist
6982	-25.97	cp	BRD-K31633810	DAU-5884	Acetylcholine receptor antagonist
6985	-25.99	cp	BRD-K32164935	tolazamide	ATP channel blocker
6988	-26.06	cp	BRD-K00603606	ticlopidine	Purinergic receptor antagonist
6989	-26.1	cp	BRD-K67100011	pivmecillinam	Bacterial cell wall synthesis inhibitor
6990	-26.16	cp	BRD-A82238138	budesonide	Glucocorticoid receptor agonist
6993	-26.32	cp	BRD-K48935217	epothilone	Microtubule inhibitor
7002	-26.46	cp	BRD-K51485625	ritonavir	HIV protease inhibitor
7004	-26.47	cp	BRD-A50928468	norgestrel	Progesterone receptor agonist
7007	-26.54	cp	BRD-A66435872	HTMT	Histamine receptor agonist
7008	-26.56	cp	BRD-K89626439	sirolimus	MTOR inhibitor
7009	-26.56	cp	BRD-K15086322	JNJ-10191584	Histamine receptor antagonist
7011	-26.6	cp	BRD-A02710418	meptazinol	Opioid receptor agonist
7012	-26.66	cp	BRD-K57546357	prunetin	Breast cancer resistance protein inhibitor
7019	-26.89	cp	BRD-K44442813	pidotimod	Interferon receptor agonist
7020	-26.89	cp	BRD-K98157055	SIB-1757	Glutamate receptor antagonist
7021	-26.9	cp	BRD-K63606607	bufalin	ATPase inhibitor
7023	-26.91	cp	BRD-K87990216	piretanide	Glucocorticoid receptor agonist
7027	-26.96	cp	BRD-K87226815	cycloserine	Bacterial cell wall synthesis inhibitor
7028	-26.98	cp	BRD-K10843433	phenylbutazone	Cyclooxygenase inhibitor
7029	-26.98	cp	BRD-A80638690	floxuridine	DNA synthesis inhibitor
7030	-26.99	cp	BRD-K82164249	andarine	Androgen receptor modulator
7034	-27.08	cp	BRD-K45330754	diethylstilbestrol	Estrogen receptor agonist
7036	-27.14	cp	BRD-K70330367	amantadine	Glutamate receptor antagonist
7037	-27.17	cp	BRD-K42221274	NNC-711	GAT inhibitor
7039	-27.19	cp	BRD-K68507560	dicycloverine	Acetylcholine receptor antagonist
7040	-27.2	cp	BRD-K35941380	methysergide	Serotonin receptor antagonist
7041	-27.21	cp	BRD-K23204545	busulfan	DNA inhibitor
7042	-27.23	cp	BRD-K22828899	TUL-XXI039	Serine/threonine kinase inhibitor
7044	-27.27	cp	BRD-K25310650	ormetoprim	Bacterial antifolate
7046	-27.32	cp	BRD-K13646352	midostaurin	FLT3 inhibitor
7048	-27.36	cp	BRD-A62890442	3-methyl-GABA	GABA aminotransferase activator
7049	-27.38	cp	BRD-A10355991	norketamine	Glutamate receptor antagonist
7053	-27.47	cp	BRD-A14985772	ascorbyl-palmitate	antioxidant
7054	-27.47	cp	BRD-K85402309	dovitinib	EGFR inhibitor
7055	-27.47	cp	BRD-K64857848	XMD-885	Leucine rich repeat kinase inhibitor
7056	-27.51	cp	BRD-K08115555	tyrphostin-AG-1288	TNF production inhibitor
7072	-28.06	cp	BRD-A85025557	NCS-382	GABA receptor antagonist
7075	-28.1	cp	BRD-A06726973	dibutyrylcyclic-gmp	cGMP analog
7080	-28.33	cp	BRD-K46469693	SCH-442416	Adenosine receptor antagonist
7081	-28.4	cp	BRD-K60460488	nelfinavir	HIV protease inhibitor
7086	-28.48	cp	BRD-K39391626	ethylestrenol	Progesterone receptor agonist
7092	-28.6	cp	BRD-K25905511	buddleoflavonoloside	Acetylcholinesterase inhibitor
7095	-28.71	cp	BRD-A89672324	CGP-55845	GABA receptor antagonist
7100	-28.87	cp	BRD-K14618467	IKK-16	IKK inhibitor
7103	-28.9	cp	BRD-A43940795	tetrahydropalmatine	Serotonin release inhibitor
7105	-28.94	cp	BRD-A80641450	FR-139317	Endothelin receptor antagonist
7106	-28.98	cp	BRD-K43796186	benzyl-quinazolin-4-yl-amine	EGFR inhibitor
7109	-29.07	cp	BRD-K94070024	depomedrol	Glucocorticoid receptor agonist
7111	-29.1	cp	BRD-K88568253	iproniazid	Monoamine oxidase inhibitor
7113	-29.12	cp	BRD-A46393198	tetramisole	Immunostimulant
7114	-29.15	cp	BRD-A25234499	aminoglutethimide	Glucocorticoid receptor antagonist
7115	-29.16	cp	BRD-K82746043	navitoclax	BCL inhibitor
7128	-29.56	cp	BRD-K01192156	tyrphostin-AG-112	Protein tyrosine kinase inhibitor
7129	-29.56	cp	BRD-K97564742	mepyramine	Histamine receptor antagonist
7131	-29.61	cp	BRD-K52172416	anastrozole	Aromatase inhibitor
7133	-29.66	cp	BRD-K40965114	cyanopindolol	Adrenergic receptor antagonist
7134	-29.67	cp	BRD-K72222507	quinapril	ACE inhibitor
7135	-29.67	cp	BRD-K31553034	zibotentan	Endothelin receptor antagonist
7136	-29.72	cp	BRD-A87848830	bimatoprost	Prostanoid receptor agonist
7138	-29.76	cp	BRD-A40639672	ketorolac	Cyclooxygenase inhibitor
7144	-29.87	cp	BRD-A20131130	2',5'-dideoxyadenosine	Adenylyl cyclase inhibitor
7145	-29.88	cp	BRD-K55301415	abiraterone	17,20 lyase inhibitor
7152	-30.17	cp	BRD-K53857191	risperidone	Dopamine receptor antagonist
7153	-30.2	cp	BRD-K15502390	nevirapine	Reverse transcriptase inhibitor
7154	-30.23	cp	BRD-K89708791	rifaximin	RNA synthesis inhibitor
7157	-30.32	cp	BRD-K56403959	ZK-756326	CC chemokine receptor ligand
7166	-30.55	cp	BRD-A23290232	westcort	Glucocorticoid receptor agonist
7167	-30.57	cp	BRD-K51671335	sulpiride	Dopamine receptor antagonist
7175	-30.73	cp	BRD-K12120659	GR-144053	Integrin antagonist
7180	-31.03	cp	BRD-A68930007	ouabain	ATPase inhibitor
7181	-31.09	cp	BRD-K64746805	MBCQ	Phosphodiesterase inhibitor
7182	-31.13	cp	BRD-K38197229	bumetanide	Solute carrier family member inhibitor
7184	-31.15	cp	BRD-A63043573	cabergoline	Dopamine receptor agonist
7186	-31.19	cp	BRD-K05528470	L-745870	Dopamine receptor antagonist
7187	-31.19	cp	BRD-A60294240	tribenoside	Anti-inflammatory
7189	-31.22	cp	BRD-K50018155	RS-67506	Serotonin receptor partial agonist
7196	-31.33	cp	BRD-K48722833	iloperidone	Dopamine receptor antagonist
7199	-31.47	cp	BRD-K32710582	EI-247	IGF-1 inhibitor
7203	-31.6	cp	BRD-K49481516	galantamine	Acetylcholinesterase inhibitor
7206	-31.73	cp	BRD-K99029477	prometon	Photosynthesis inhibitor
7213	-32.07	cp	BRD-A16444946	acarbose	Glucosidase inhibitor
7214	-32.07	cp	BRD-K36616567	doxepin	Histamine receptor antagonist
7216	-32.09	cp	BRD-A32349859	methyl-angolensate	Apoptosis inhibitor
7217	-32.1	cp	BRD-A07765530	epinephrine	carbonic anhydrase activator
7219	-32.19	cp	BRD-K52219182	BRD-K52219182	Phosphodiesterase inhibitor
7224	-32.35	cp	BRD-K18518344	digitoxigenin	ATPase inhibitor
7229	-32.5	cp	BRD-K10573841	tunicamycin	GLCNAC phosphotransferase inhibitor
7230	-32.52	cp	BRD-K35723520	darinaparsin	Apoptosis stimulant
7231	-32.55	cp	BRD-K08924299	palonosetron	Serotonin receptor antagonist
7233	-32.65	cp	BRD-K98684188	GSK-0660	PPAR receptor antagonist
7235	-32.71	cp	BRD-K49890030	gavestinel	Glutamate receptor antagonist
7236	-32.71	cp	BRD-A61793559	metolazone	Carbonic anhydrase inhibitor
7238	-32.76	cp	BRD-A74500471	ethambutol	Bacterial cell wall synthesis inhibitor
7239	-32.88	cp	BRD-K34437622	BRD-K34437622	Thymidylate synthase inhibitor
7240	-32.89	cp	BRD-K08556791	ethoprop	Acetylcholinesterase inhibitor
7242	-32.92	cp	BRD-K18316707	O-1918	Cannabinoid receptor antagonist
7243	-32.95	cp	BRD-K32755366	reserpic-acid	Norepinephrine transporter inhibitor
7244	-33.05	cp	BRD-K81876028	CP-93129	Serotonin receptor agonist
7247	-33.06	cp	BRD-K40992116	parachlorophenol	Anti-infective
7248	-33.07	cp	BRD-K00337317	NU-7441	DNA dependent protein kinase inhibitor
7252	-33.17	cp	BRD-K28143534	cyproheptadine	Histamine receptor antagonist
7257	-33.27	cp	BRD-K18250272	propoxycaine	Local anesthetic
7259	-33.28	cp	BRD-K68132782	terbinafine	Fungal squalene epoxidase inhibitor
7260	-33.34	cp	BRD-K25875056	SC-9	Protein tyrosine kinase activator
7262	-33.37	cp	BRD-K29905972	axitinib	PDGFR receptor inhibitor
7263	-33.38	cp	BRD-A96485169	EBPC	Aldose reductase inhibitor
7264	-33.39	cp	BRD-K83972459	JWE-035	Aurora kinase inhibitor
7269	-33.62	cp	BRD-A49906757	scopolamine	Acetylcholine receptor antagonist
7272	-33.74	cp	BRD-K47539947	tetradecylthioacetic-acid	Lipid peroxidase inhibitor
7277	-34.03	cp	BRD-A17428743	BW-723C86	Serotonin receptor agonist
7278	-34.04	cp	BRD-K64785675	TG100-115	-666
7279	-34.11	cp	BRD-K66093087	FGIN-1-43	Benzodiazepine receptor agonist
7282	-34.19	cp	BRD-A41450521	tosufloxacin	Bacterial DNA gyrase inhibitor
7283	-34.26	cp	BRD-A45664787	iloprost	Platelet aggregation inhibitor
7288	-34.38	cp	BRD-K22031190	diflunisal	Prostanoid receptor antagonist
7289	-34.43	cp	BRD-K57718010	pentylenetetrazol	GABA receptor antagonist
7291	-34.52	cp	BRD-K13032584	procarbazine	Monoamine oxidase inhibitor
7297	-34.73	cp	BRD-K04993501	cefixime	Bacterial cell wall synthesis inhibitor
7301	-34.82	cp	BRD-A88254928	salbutamol	Adrenergic receptor agonist
7302	-34.83	cp	BRD-K51018020	VAMA-37	DNA dependent protein kinase inhibitor
7305	-34.96	cp	BRD-A00758722	noretynodrel	Progestogen hormone
7306	-34.97	cp	BRD-K08132273	tyrphostin	EGFR inhibitor
7307	-34.97	cp	BRD-A84174393	meloxicam	Cyclooxygenase inhibitor
7308	-35.03	cp	BRD-A68929948	DAPT-GSI-IX	Gamma secretase inhibitor
7309	-35.06	cp	BRD-M00539986	formoterol	Adrenergic receptor agonist
7311	-35.14	cp	BRD-A87387433	cefpodoxime	Bacterial cell wall synthesis inhibitor
7314	-35.17	cp	BRD-A39255369	DCPIB	Chloride channel blocker
7315	-35.33	cp	BRD-A22256192	terazosin	Adrenergic receptor antagonist
7316	-35.41	cp	BRD-A42167015	carteolol	Adrenergic receptor antagonist
7319	-35.44	cp	BRD-A10715913	sulpiride	Dopamine receptor antagonist
7325	-35.64	cp	BRD-A85587465	bemesetron	Serotonin receptor antagonist
7331	-35.76	cp	BRD-A79314293	cephalosporanic-acid	Bacterial cell wall synthesis inhibitor
7335	-35.99	cp	BRD-K53878242	MMPX	Phosphodiesterase inhibitor
7337	-36.02	cp	BRD-U88459701	atorvastatin	HMGCR inhibitor
7339	-36.08	cp	BRD-K45435259	SCH-23390	Dopamine receptor antagonist
7349	-36.4	cp	BRD-K34330170	rotenonic-acid	Retinoid receptor antagonist
7352	-36.45	cp	BRD-A61856038	tremulacin	Lipoxygenase inhibitor
7355	-36.48	cp	BRD-A54490543	pirlindole	Monoamine oxidase inhibitor
7359	-36.6	cp	BRD-K18905250	ST-91	Adrenergic receptor agonist
7360	-36.62	cp	BRD-K64935403	ebelactone-b	Lipase inhibitor
7362	-36.63	cp	BRD-A20697603	thiostrepton	FOXM1 inhibitor
7363	-36.69	cp	BRD-K93658967	aloisine	CDK inhibitor
7367	-36.85	cp	BRD-K44353683	nateglinide	Insulin secretagogue
7368	-36.86	cp	BRD-K11742128	triprolidine	Histamine receptor antagonist
7369	-36.9	cp	BRD-A27489425	rolitetracycline	Bacterial 30S ribosomal subunit inhibitor
7372	-36.98	cp	BRD-K75181824	acetyl-geranygeranyl-cysteine	Inhibitor of methyl esterification of geranylgeranylated proteins
7375	-37.05	cp	BRD-K71512533	SNS-314	Aurora kinase inhibitor
7377	-37.12	cp	BRD-K69195780	NAN-190	Serotonin receptor agonist
7378	-37.15	cp	BRD-K70505054	ranitidine	Histamine receptor antagonist
7383	-37.24	cp	BRD-A62809825	thapsigargin	ATPase inhibitor
7386	-37.28	cp	BRD-K68341547	W-9	Calmodulin antagonist
7387	-37.29	cp	BRD-K55454768	TAS-301	Calcium-calmodulin dependent protein kinase inhibitor
7389	-37.37	cp	BRD-A38747044	KU-14R	Imidazoline receptor ligand
7396	-37.51	cp	BRD-K01555864	dibenzoylmethane	Antineoplastic
7397	-37.52	cp	BRD-K76534306	enrofloxacin	Bacterial DNA gyrase inhibitor
7398	-37.52	cp	BRD-K04976539	aminogenistein	SRC inhibitor
7400	-37.53	cp	BRD-K47780086	penciclovir	DNA directed DNA polymerase inhibitor
7403	-37.89	cp	BRD-K88304388	dextrorphan	Glutamate receptor antagonist
7411	-38.15	cp	BRD-K55703048	latrepirdine	Glutamate receptor antagonist
7412	-38.24	cp	BRD-K80778372	RO-19-4605	GABA benzodiazepine site receptor inverse agonist
7415	-38.33	cp	BRD-A84702196	penicillin	Bacterial cell wall synthesis inhibitor
7416	-38.41	cp	BRD-K41564320	purvalanol-b	Tyrosine kinase inhibitor
7418	-38.52	cp	BRD-K90027355	spironolactone	Mineralocorticoid receptor antagonist
7419	-38.52	cp	BRD-A02367930	ethinyl-estradiol	DNA directed DNA polymerase stimulant
7424	-38.7	cp	BRD-K15567136	papaverine	Phosphodiesterase inhibitor
7426	-38.7	cp	BRD-K68407802	KIN001-055	EGFR inhibitor
7432	-38.85	cp	BRD-K37792168	denbufylline	Phosphodiesterase inhibitor
7439	-39	cp	BRD-M64432851	sunitinib	FLT3 inhibitor
7441	-39.08	cp	BRD-K45296539	ZD-7114	Adrenergic receptor agonist
7444	-39.27	cp	BRD-K89375097	pirenzepine	Acetylcholine receptor antagonist
7445	-39.27	cp	BRD-A95445494	maackiain	Sodium/glucose cotransporter inhibitor
7447	-39.31	cp	BRD-K04887706	AKT-inhibitor-1-2	AKT inhibitor
7448	-39.34	cp	BRD-A01295252	trans-7-hydroxy-pipat	Dopamine receptor ligand
7453	-39.43	cp	BRD-A51410489	yohimbine	Adrenergic receptor antagonist
7455	-39.51	cp	BRD-K82561139	ricinine	Casein kinase inhibitor
7456	-39.57	cp	BRD-A58048407	nimodipine	Calcium channel blocker
7462	-39.65	cp	BRD-K38903228	hesperidin	Flavanone glycoside
7465	-39.88	cp	BRD-A30815329	felodipine	Calcium channel blocker
7469	-40.04	cp	BRD-A54596827	solifenacin	Acetylcholine receptor antagonist
7476	-40.38	cp	BRD-K26548821	quinpirole	Dopamine receptor agonist
7477	-40.38	cp	BRD-K79254416	decitabine	DNA methyltransferase inhibitor
7487	-40.6	cp	BRD-A80574334	oxalomalic-acid	Isocitrate dehydrogenase inhibitor
7493	-40.74	cp	BRD-K18619710	digoxigenin	Steroid
7494	-40.75	cp	BRD-K10016611	pyridine-2-aldoxime	Acetylcholinesterase inhibitor
7496	-40.78	cp	BRD-K28307902	flutamide	Androgen receptor antagonist
7505	-40.91	cp	BRD-M40783228	mesna	Antioxidant
7511	-41.01	cp	BRD-K82562631	tolmetin	Cyclooxygenase inhibitor
7512	-41.02	cp	BRD-K15891719	tenofovir	Reverse transcriptase inhibitor
7513	-41.23	cp	BRD-K99696746	fatostatin	SREBP inhibitor
7514	-41.23	cp	BRD-K28137194	loreclezole	GABA receptor agonist
7518	-41.31	cp	BRD-A04668240	CGP-52432	GABA receptor antagonist
7520	-41.39	cp	BRD-K00673382	famotidine	Histamine receptor antagonist
7524	-41.51	cp	BRD-K92093830	doxorubicin	Topoisomerase inhibitor
7526	-41.52	cp	BRD-A01145011	zebularine	DNA methyltransferase inhibitor
7527	-41.56	cp	BRD-K09991945	GSK-3-inhibitor-II	PKC inhibitor
7529	-41.64	cp	BRD-A55369275	CGP-54626	GABA receptor antagonist
7531	-41.69	cp	BRD-K96119599	leucodin	Melanin inhibitor
7534	-41.76	cp	BRD-K33459542	ditolylguanidine	Sigma receptor agonist
7536	-41.8	cp	BRD-K92726801	hydrastinine	Haemostatic agent
7542	-41.98	cp	BRD-K83794624	pirarubicin	Topoisomerase inhibitor
7543	-42.03	cp	BRD-K81062487	taurocholic-acid	Bile acid
7547	-42.26	cp	BRD-K57304726	PRE-084	Sigma receptor agonist
7549	-42.3	cp	BRD-K02404261	caffeine	Adenosine receptor antagonist
7552	-42.45	cp	BRD-K39983086	loteprednol	Glucocorticoid receptor agonist
7554	-42.49	cp	BRD-A07824748	flavanone	11-beta-HSD1 inhibitor
7557	-42.56	cp	BRD-K93441486	diphemanil	Acetylcholine receptor antagonist
7561	-42.71	cp	BRD-K71003802	hippeastrine	Plant alkaloid
7564	-42.81	cp	BRD-K42573370	avrainvillamide-analog-2	nucleophosmin inhibitor
7565	-42.81	cp	BRD-A48430263	pioglitazone	Insulin sensitizer
7569	-42.92	cp	BRD-K26657438	imiquimod	TLR agonist
7571	-42.97	cp	BRD-K03642198	AY-9944	Hedgehog pathway modulator
7573	-43.04	cp	BRD-K95785537	PP-2	SRC inhibitor
7575	-43.08	cp	BRD-K54987996	CAY-10578	Casein kinase inhibitor
7576	-43.22	cp	BRD-A96897502	U-74389F	Lipid peroxidase inhibitor
7579	-43.25	cp	BRD-A73859745	glycodeoxycholic-acid	Apoptosis stimulant
7582	-43.29	cp	BRD-A51182606	chloramphenicol	Protein synthesis inhibitor
7584	-43.41	cp	BRD-K46556543	canrenoic-acid	Mineralocorticoid receptor antagonist
7585	-43.43	cp	BRD-K07762753	aminopurvalanol-a	Tyrosine kinase inhibitor
7590	-43.57	cp	BRD-K13642330	cosmosiin	Cytochrome P450 inhibitor
7594	-43.82	cp	BRD-K48029790	OBAA	Phospholipase inhibitor
7599	-44.09	cp	BRD-A80928489	1-monopalmitin	P-glycoprotein inhibitor
7600	-44.15	cp	BRD-K39823328	VU-0366037-2	Glutamate receptor modulator
7607	-44.68	cp	BRD-K18059238	gamma-linolenic-acid	Cyclooxygenase inhibitor
7608	-44.72	cp	BRD-K30570479	VU-0400195-3	Glutamate receptor modulator
7610	-44.73	cp	BRD-K36740062	GSK-1070916	Aurora kinase inhibitor
7614	-44.81	cp	BRD-K87510569	RS-504393	CC chemokine receptor antagonist
7615	-44.85	cp	BRD-K73290745	ICI-199441	Opioid receptor agonist
7617	-44.91	cp	BRD-K82688027	RG-13022	PDGFR receptor inhibitor
7625	-45	cp	BRD-K70914287	BIBX-1382	EGFR inhibitor
7629	-45.09	cp	BRD-K96354014	nifedipine	Calcium channel blocker
7635	-45.46	cp	BRD-K85030058	benactyzine	Acetylcholine receptor antagonist
7637	-45.51	cp	BRD-K55044200	amoxicillin	Penicillin binding protein inhibitor
7640	-45.58	cp	BRD-A45889380	mepacrine	Cytokine production inhibitor
7643	-45.76	cp	BRD-K35483542	alitretinoin	Retinoid receptor agonist
7645	-45.86	cp	BRD-K25906698	immepip	Histamine receptor agonist
7648	-46.13	cp	BRD-A89434049	sarmentogenin	ATPase inhibitor
7649	-46.16	cp	BRD-K49810818	sorafenib	FLT3 inhibitor
7650	-46.2	cp	BRD-K81729199	AQ-RA741	Acetylcholine receptor antagonist
7652	-46.25	cp	BRD-K32330832	VER-155008	HSP inhibitor
7653	-46.29	cp	BRD-K69328504	L-690488	Inositol monophosphatase inhibitor
7655	-46.37	cp	BRD-K73293050	WZ-3146	EGFR inhibitor
7657	-46.41	cp	BRD-K18742343	H-8	PKA inhibitor
7659	-46.56	cp	BRD-K31471398	dihydrexidine	Dopamine receptor agonist
7660	-46.56	cp	BRD-K63195589	tipifarnib	Farnesyltransferase inhibitor
7661	-46.7	cp	BRD-K49865102	PD-0325901	MEK inhibitor
7662	-46.72	cp	BRD-K85985071	ellipticine	Topoisomerase inhibitor
7666	-46.87	cp	BRD-K10466330	AVA	Nucleophosmin inhibitor
7667	-46.9	cp	BRD-K09471561	levofloxacin	Bacterial DNA gyrase inhibitor
7669	-46.94	cp	BRD-K07736136	VX-702	p38 MAPK inhibitor
7671	-46.95	cp	BRD-K97354755	SU-6656	SRC inhibitor
7672	-46.96	cp	BRD-A15034104	bergenin	Interleukin inhibitor
7676	-47.1	cp	BRD-K48923948	BMS-641988	Androgen receptor antagonist
7677	-47.11	cp	BRD-K47323024	methapyrilene	Histamine receptor antagonist
7678	-47.17	cp	BRD-K96037667	norethindrone	Progesterone receptor agonist
7681	-47.39	cp	BRD-K17110974	aristolochic-acid	Phospholipase inhibitor
7686	-47.51	cp	BRD-K16621777	enobosarm	Androgen receptor modulator
7688	-47.52	cp	BRD-K19352500	prochlorperazine	Dopamine receptor antagonist
7690	-47.81	cp	BRD-A65449987	flunisolide	Cytochrome P450 inhibitor
7694	-47.92	cp	BRD-A24817035	laudanosine	Central nervous system agent
7695	-47.93	cp	BRD-K70401845	erlotinib	EGFR inhibitor
7703	-48.25	cp	BRD-A93659613	GR-89696	Opioid receptor agonist
7704	-48.29	cp	BRD-K18036262	L-168049	Glucagon receptor antagonist
7705	-48.3	cp	BRD-A67862938	naftidrofuryl	Adrenergic receptor antagonist
7706	-48.32	cp	BRD-K00656370	6-aminochrysene	Transferase inhibitor
7708	-48.41	cp	BRD-A98431941	ephedrine	Adrenergic receptor agonist
7709	-48.45	cp	BRD-K65503129	HSP90-inhibitor	HSP inhibitor
7711	-48.67	cp	BRD-K76587808	fraxetin	Antioxidant
7712	-48.72	cp	BRD-K63343048	orlistat	Lipase inhibitor
7713	-48.72	cp	BRD-A62025033	temsirolimus	MTOR inhibitor
7714	-48.79	cp	BRD-A28856712	tetryzoline	Adrenergic receptor agonist
7719	-48.9	cp	BRD-K79366068	PSB-069	NTPDase inhibitor
7722	-49.13	cp	BRD-K33211335	dextromethorphan	Glutamate receptor antagonist
7723	-49.28	cp	BRD-A75517195	thiazolopyrimidine	CDC inhibitor
7726	-49.42	cp	BRD-A43082555	loxoprofen	Cyclooxygenase inhibitor
7727	-49.45	cp	BRD-K93880783	stavudine	DNA directed DNA polymerase inhibitor
