"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Tumor_AVG","Normal_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_CpG_Islands_Name","DHS","Enhancer","Phantom","Probe_SNPs","Probe_SNPs_10"
"cg22902499",-0.41857955636817,0.451875842937598,-12.0822023666957,7.80445507550331e-27,1.91030587600046e-24,50.1705752883646,0.369478292471423,0.788057848839593,0.41857955636817,"6",97754012,"R","II","MIR548H3","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg20682720",-0.435644230382819,0.446301331369727,-12.0777547159058,8.07676417914797e-27,1.97247588240328e-24,50.1365639808185,0.360544593105392,0.79618882348821,0.435644230382818,"6",70926272,"F","II","COL9A1","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","",""
"cg21759048",-0.445819423527826,0.459676665569947,-12.0711091804657,8.50139406146822e-27,2.06882803768052e-24,50.0857515575115,0.371916936529036,0.817736360056862,0.445819423527826,"2",1500255,"R","II","TPO","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg16604126",-0.503987212566339,0.487567436987309,-12.0699591603871,8.57710449475296e-27,2.08356456955253e-24,50.0769591411137,0.388357355773463,0.892344568339802,0.503987212566339,"11",4664220,"F","II","OR51E1","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg21757820",-0.451933145049082,0.454552147745433,-12.0677573662075,8.7239384908502e-27,2.11798638766591e-24,50.060126061767,0.365588930216086,0.817522075265168,0.451933145049082,"5",161285320,"R","II","GABRA1","Body","opensea","Body-opensea","",NA,TRUE,"","","rs77911211"
"cg25290482",-0.429941279421246,0.462686089761637,-12.0653004718787,8.89074574926421e-27,2.1559457362741e-24,50.0413436606318,0.378051979639344,0.807993259060591,0.429941279421246,"6",75861687,"R","II","COL12A1","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg22888848",-0.476423616398608,0.475100369775628,-12.064420083407,8.95128935419105e-27,2.16807797070234e-24,50.03461353682,0.381316193319209,0.857739809717816,0.476423616398607,"2",222320536,"R","II","EPHA4","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg04456892",-0.405612794717606,0.460156580714461,-12.0597009623636,9.28289735844688e-27,2.24181427711331e-24,49.9985404693481,0.380311542384224,0.78592433710183,0.405612794717606,"11",6898245,"R","II","OR10A4","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg23049458",0.408378728325374,0.561100444126898,12.0529127585922,9.78149591803319e-27,2.35421432160359e-24,49.9466578647591,0.641489957576775,0.2331112292514,-0.408378728325374,"1",62660624,"R","I","L1TD1","5'UTR","island","5'UTR-island","chr1:62660555-62660946",NA,NA,"","",""
"cg24604013",0.420473910641083,0.422064334113223,12.0477588035418,1.01778159474323e-26,2.44038146051085e-24,49.9072711036799,0.50483478896383,0.0843608783227462,-0.420473910641084,"13",112721325,"F","I","SOX1","TSS1500","island","TSS1500-island","chr13:112720564-112723582",NA,NA,"","",""
"cg10827479",-0.482814334521304,0.487545628228433,-12.0449189668456,1.04029899526906e-26,2.48899982521798e-24,49.8855708599726,0.39250343639353,0.875317770914834,0.482814334521304,"1",152061363,"F","II","TCHHL1","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg06819373",-0.408977709899142,0.346831632926717,-12.0373422217281,1.10283648157546e-26,2.62097401664515e-24,49.8276808278709,0.266324209718225,0.675301919617366,0.408977709899141,"7",157463355,"F","II","PTPRN2","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg13420273",-0.42810392473299,0.426684581677765,-12.036507762046,1.10994919806559e-26,2.6357683083897e-24,49.8213057435635,0.342412155549224,0.770516080282213,0.428103924732989,"7",18810212,"F","II","HDAC9","Body","opensea","Body-opensea","",NA,TRUE,"","rs7776786",""
"cg15092343",0.450022179035376,0.478621339687734,12.0358651231362,1.11545804911375e-26,2.64580363172219e-24,49.816396207385,0.567208382804934,0.117186203769558,-0.450022179035376,"4",4860061,"F","I","MSX1","TSS1500","island","TSS1500-island","chr4:4859632-4860191",NA,NA,"","rs76561716",""
"cg22187125",-0.404651067951009,0.403805152716516,-12.0293041944874,1.17328382953253e-26,2.7781704207199e-24,49.7662770257273,0.324149430678916,0.728800498629925,0.404651067951009,"19",58565865,"F","II","ZSCAN1","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","rs11667832",""
"cg24580655",-0.436618921644011,0.424238801902156,-12.0289112338801,1.17684062497976e-26,2.78499367660515e-24,49.7632754171688,0.338290195279319,0.77490911692333,0.436618921644011,"1",159145638,"R","II","CADM3","Body","shelf","Body-shelf","chr1:159141202-159141718",NA,NA,"","",""
"cg24460817",-0.501589880579766,0.499619808245171,-12.0270779079716,1.19357718889085e-26,2.82298114937436e-24,49.7492720027863,0.400881642776713,0.902471523356479,0.501589880579766,"1",247876088,"R","II","OR6F1","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg05623614",-0.477324015837191,0.468175719827033,-12.0261421524045,1.20221104807004e-26,2.83689482447927e-24,49.7421246819508,0.374214299386641,0.851538315223832,0.477324015837191,"18",5145386,"R","II","LOC642597","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","",""
"cg03866306",-0.449990346957287,0.530629923793118,-12.021240549292,1.24846416483481e-26,2.9326181502006e-24,49.7046885721158,0.442049146833022,0.892039493790308,0.449990346957286,"13",108039519,"F","II","FAM155A","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg15513391",-0.425002179738083,0.599729549101315,-12.0169681735488,1.29022463929758e-26,3.02898776005751e-24,49.6720615455685,0.516067702696181,0.941069882434264,0.425002179738084,"7",117003789,"R","II","ASZ1","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg21052682",0.405830534465293,0.394619567119542,12.0078543474603,1.38402115503107e-26,3.23629495492273e-24,49.6024720492323,0.474507467604836,0.0686769331395421,-0.405830534465294,"11",69518197,"F","I","FGF19","Body","island","Body-island","chr11:69517840-69519929",NA,NA,"","",""
"cg24107750",-0.50295948035548,0.549735315775294,-12.0063738361685,1.39988743004729e-26,3.27154088970728e-24,49.5911688062933,0.450727544051775,0.953687024407254,0.502959480355479,"10",6569373,"R","II","PRKCQ","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg01660999",-0.438140875631299,0.381544253032016,-11.9987868043149,1.48408704551159e-26,3.45851812779473e-24,49.5332500846907,0.295296049167587,0.733436924798885,0.438140875631298,"8",108468421,"F","II","ANGPT1","Body","opensea","Body-opensea","",NA,TRUE,"","rs34142299",""
"cg20159095",-0.508090836095754,0.492309618815684,-11.9968741295116,1.50609891167726e-26,3.50783277915047e-24,49.5186504582211,0.392291737694472,0.900382573790227,0.508090836095755,"7",157342543,"F","II","PTPRN2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg11434762",-0.414765199977471,0.578586869963783,-11.9818401010595,1.69084324619263e-26,3.91380871511101e-24,49.4039162666296,0.496940177054832,0.911705377032303,0.414765199977471,"3",77558000,"F","II","ROBO2","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg15873474",-0.445768052822775,0.433079853252089,-11.974550810441,1.78838566470388e-26,4.13031975007122e-24,49.3483011387647,0.345330236554692,0.791098289377467,0.445768052822775,"20",60445998,"R","II","CDH4","Body","shelf","Body-shelf","chr20:60448775-60449063",NA,NA,"","",""
"cg19339146",-0.430365809893484,0.500261787000299,-11.9739428957764,1.79676966449772e-26,4.14736064903013e-24,49.3436633460401,0.415544107887409,0.845909917780893,0.430365809893484,"4",62397911,"F","II","LPHN3","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg08151051",-0.423565353559929,0.44602493761405,-11.9589866142207,2.01584580492858e-26,4.60408689624996e-24,49.2295818124152,0.362645931007765,0.786211284567693,0.423565353559928,"7",158271757,"R","II","PTPRN2","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg09389557",-0.407241579644817,0.399885069964472,-11.9555368244798,2.07004500546605e-26,4.72003446047342e-24,49.2032734950539,0.31971940468006,0.726960984324876,0.407241579644816,"2",1689803,"F","II","PXDN","Body","opensea","Body-opensea","",TRUE,TRUE,"","",""
"cg05804220",0.445309222883141,0.552290813974757,11.9449632220935,2.24538436589344e-26,5.10572430335221e-24,49.1226514823854,0.639950109817895,0.194640886934754,-0.445309222883141,"15",45422062,"F","I","DUOX1","TSS200","island","TSS200-island","chr15:45421236-45422394",TRUE,NA,"","",""
"cg23601521",-0.431103289028986,0.451225349751979,-11.942961484462,2.28020888603254e-26,5.17920066916073e-24,49.1073907593491,0.366362497580919,0.797465786609904,0.431103289028986,"2",50275179,"R","II","NRXN1","Body","opensea","Body-opensea","",NA,NA,"","","rs76712480"
"cg10626169",-0.445303407975921,0.467339656238259,-11.9387541866391,2.3551692430647e-26,5.34651934258981e-24,49.0753177146566,0.379681505061897,0.824984913037817,0.445303407975921,"7",48319696,"R","II","ABCA13","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg18243760",0.465141886352094,0.513170886585705,11.9373176457615,2.3813224037298e-26,5.39742427741585e-24,49.0643673975295,0.604734250040841,0.139592363688747,-0.465141886352095,"6",32116780,"R","I","PRRT1","3'UTR","island","3'UTR-island","chr6:32116590-32117229",NA,NA,"","",""
"cg02072495",-0.402060058103954,0.233100571192981,-11.9362516128491,2.40091722257316e-26,5.43541567993523e-24,49.0562415850584,0.153954890463856,0.55601494856781,0.402060058103954,"15",60689285,"F","II","ANXA2","5'UTR","shore","5'UTR-shore","chr15:60689749-60690430",NA,NA,"","",""
"cg01202700",-0.432909352739332,0.414027306779991,-11.9286604539138,2.5451776370772e-26,5.73681648589749e-24,48.9983839227525,0.3288089302565,0.761718282995832,0.432909352739332,"12",130337671,"R","II","TMEM132D","Body","shelf","Body-shelf","chr12:130339683-130343584",NA,NA,"","",""
"cg12781700",0.409436941663758,0.388483242341705,11.926853328231,2.58077437666817e-26,5.81070084968593e-24,48.9846120184348,0.469081065503862,0.0596441238401043,-0.409436941663758,"17",42733729,"R","I","C17orf104","TSS200","island","TSS200-island","chr17:42733486-42734626",TRUE,TRUE,"","",""
"cg03900492",-0.4629174241942,0.393916170360736,-11.9255381007797,2.6069934209233e-26,5.86653165987924e-24,48.9745891780201,0.302790693157154,0.765708117351353,0.462917424194199,"7",157345659,"R","II","PTPRN2","Body","shore","Body-shore","chr7:157346613-157347069",NA,NA,"","",""
"cg05503824",-0.471549444436242,0.540338481835916,-11.9195240880671,2.73030739451471e-26,6.12065176302621e-24,48.9287626002009,0.447513788049254,0.919063232485496,0.471549444436242,"3",193097879,"R","II","ATP13A5","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg00147248",-0.426150480982668,0.460536230582777,-11.918163374168,2.75900518982784e-26,6.18162531072991e-24,48.9183948918593,0.376648340625559,0.802798821608227,0.426150480982668,"7",136568546,"F","II","CHRM2","5'UTR","opensea","5'UTR-opensea","",NA,TRUE,"","","rs78671020"
"cg17386213",0.452325197502181,0.461866686416124,11.9176332553775,2.77026676276609e-26,6.20348753839587e-24,48.9143558382392,0.550907079625215,0.098581882123033,-0.452325197502182,"6",108488335,"F","I","NR2E1","Body","island","Body-island","chr6:108485671-108490539",NA,NA,"","rs217540",""
"cg01445411",-0.512494515355113,0.522738653607235,-11.9161585763496,2.8018357536564e-26,6.26397839297532e-24,48.9031203017224,0.421853906490087,0.9343484218452,0.512494515355113,"2",1358684,"R","II","SNTG2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg08242576",-0.4870403671599,0.495313676685237,-11.9083764541264,2.97446817160669e-26,6.62121751695899e-24,48.8438349188833,0.399439588661635,0.886479955821534,0.4870403671599,"1",153177188,"F","II","LELP1","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg18756179",0.485580199921792,0.495128977434535,11.9069504122357,3.00723326052383e-26,6.68776054931874e-24,48.8329722805979,0.590715630962447,0.105135431040654,-0.485580199921793,"19",50554510,"F","II","FLJ26850","Body","shore","Body-shore","chr19:50554012-50554492",TRUE,NA,"","",""
"cg03372042",-0.410226992304071,0.510424533329107,-11.9042761829615,3.06965026401957e-26,6.80737855136052e-24,48.8126027548665,0.429671188387361,0.839898180691431,0.41022699230407,"7",48579509,"F","II","ABCA13","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg25607161",-0.454171500296466,0.458427696278506,-11.9005475956044,3.15883788741041e-26,6.98263992838656e-24,48.7842043361386,0.36902385763747,0.823195357933935,0.454171500296465,"17",3117953,"R","II","OR1A1","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg23498518",-0.501487152266073,0.511595182069866,-11.8966161611791,3.25567719082943e-26,7.17747185115187e-24,48.7542636319794,0.412877238710403,0.914364390976477,0.501487152266074,"7",53104336,"F","I","POM121L12","3'UTR","shore","3'UTR-shore","chr7:53103275-53103801",NA,NA,"","",""
"cg07061355",-0.474284300793979,0.505529400330129,-11.8926573639382,3.35618144564777e-26,7.38719892679957e-24,48.7241173229831,0.412166348992732,0.886450649786711,0.474284300793979,"8",118147200,"R","II","SLC30A8","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg25720969",-0.416791845070351,0.468342052365576,-11.8837530508467,3.59368809559746e-26,7.88053194768812e-24,48.6563210490955,0.3862964135722,0.803088258642551,0.416791845070351,"11",84763263,"F","II","DLG2","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg25249713",-0.434364692965735,0.485997386319262,-11.8818512870022,3.64654675732348e-26,7.98371153401033e-24,48.6418431055786,0.400492525499236,0.834857218464971,0.434364692965735,"4",177045356,"R","II","WDR17","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg12415687",-0.539360588473734,0.445021669684929,-11.8814945305196,3.65654864743224e-26,8.00136256043235e-24,48.6391272252417,0.338848325497186,0.87820891397092,0.539360588473734,"7",157710472,"F","I","PTPRN2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg19126954",-0.415319826995979,0.38741432013455,-11.8779775121465,3.75662624836069e-26,8.1986082092596e-24,48.6123544373279,0.305658448678648,0.720978275674627,0.415319826995979,"7",157616612,"F","II","PTPRN2","Body","shelf","Body-shelf","chr7:157618856-157619302",NA,NA,"","rs57532297",""
"cg15936861",-0.427045039538661,0.447644659234266,-11.8749643714575,3.84453500350837e-26,8.35509822329893e-24,48.5894191085307,0.363580675073112,0.790625714611773,0.42704503953866,"12",130276151,"R","II","TMEM132D","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg11806762",-0.446445567713081,0.501382133778835,-11.8740239697774,3.8723890523111e-26,8.39793327385034e-24,48.5822613224155,0.413499148008543,0.859944715721624,0.446445567713081,"11",27732958,"F","II","BDNF","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg02065293",-0.469503932253925,0.532003214934443,-11.8721740473156,3.9277710398188e-26,8.50909099934611e-24,48.5681812609255,0.43958118102619,0.909085113280115,0.469503932253925,"2",1928480,"R","II","MYT1L","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg05308556",-0.432473374973175,0.517235055335909,-11.8652102999039,4.14342256954819e-26,8.9387190633358e-24,48.5151845605653,0.432102501207331,0.864575876180506,0.432473374973175,"7",157408770,"F","II","PTPRN2","Body","shore","Body-shore","chr7:157409846-157410241",NA,NA,"low-CpG:157101531-157101532","",""
"cg11940285",0.42105527420462,0.421795447739814,11.8641643093113,4.17681875009628e-26,9.00605527892558e-24,48.5072249381272,0.504680344236787,0.0836250700321665,-0.42105527420462,"3",129693385,"F","I","TRH","5'UTR","island","5'UTR-island","chr3:129693127-129694841",NA,NA,"","rs9860093",""
"cg12756527",-0.433353002322765,0.419290342990593,-11.8631486652913,4.20950281211783e-26,9.0717864652308e-24,48.4994964310938,0.333984633871938,0.767337636194704,0.433353002322765,"10",11284548,"R","II","CUGBP2","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg02788731",-0.42427122448211,0.414966443055458,-11.8618011249442,4.25326143165058e-26,9.15652154795754e-24,48.4892426577204,0.33144848548024,0.75571970996235,0.42427122448211,"1",247751498,"F","II","OR2G2","TSS200","opensea","TSS200-opensea","",NA,NA,"","rs41268349",""
"cg25863892",-0.409234506859755,0.551476786956978,-11.8531146608476,4.54642712572778e-26,9.75202707876922e-24,48.4231530316953,0.470918813165688,0.880153320025443,0.409234506859755,"4",69083729,"R","II","FLJ41562","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg13804738",-0.431549957159693,0.452631487091593,-11.8470170090926,4.76417355358576e-26,1.0197877901176e-23,48.3767681343212,0.36768070812315,0.799230665282843,0.431549957159693,"10",133000233,"R","II","TCERG1L","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg18093771",-0.468199893834698,0.480302819769437,-11.8467097407251,4.77541715250162e-26,1.02166433738642e-23,48.3744309189874,0.38813748633741,0.856337380172108,0.468199893834698,"10",1256339,"R","I","ADARB2","Body","shelf","Body-shelf","chr10:1252141-1252505",NA,NA,"","",""
"cg00444390",-0.459725295670773,0.455715434893716,-11.8453470711033,4.82559978780565e-26,1.0307965955846e-23,48.3640660740788,0.365218329446714,0.824943625117487,0.459725295670773,"11",7950225,"R","II","OR10A6","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg23581186",-0.405949250188967,0.43512812434599,-11.8436729485589,4.88797250798548e-26,1.04303972481446e-23,48.3513326923181,0.355216854623753,0.761166104812719,0.405949250188967,"21",32119309,"F","II","KRTAP21-2","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg00154455",-0.427041163975501,0.433528714464036,-11.8413546218735,4.97567566529072e-26,1.05901531171041e-23,48.3337003312407,0.349465493209016,0.776506657184517,0.427041163975501,"8",146023573,"R","II","ZNF517","TSS1500","shore","TSS1500-shore","chr8:146023902-146024734",NA,NA,"","",""
"cg12311175",-0.42182992226992,0.408463696952379,-11.8328528400298,5.31094122978563e-26,1.12341658943754e-23,48.2690471844409,0.325426310678773,0.747256232948693,0.42182992226992,"4",118975504,"F","II","NDST3","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg07760544",-0.50176886468956,0.441124005210159,-11.8304524104916,5.40961451399448e-26,1.14253108261493e-23,48.2507951184439,0.342350606649222,0.844119471338782,0.50176886468956,"5",17255115,"R","II","BASP1","5'UTR","opensea","5'UTR-opensea","",NA,TRUE,"","",""
